text,zone_id,parameter,direction,intensity,source
"please fix the dining room, it's slightly stale",zone_common,airflow,increase,mild,template_train
it's quite cold in here,UNSPECIFIED,temperature,increase,moderate,template_train
blasting air everywhere in the game room again,zone_living,airflow,decrease,strong,template_train
still quite cold,UNSPECIFIED,temperature,increase,moderate,template_train
it is way too dry in the game room,zone_living,humidity,increase,strong,template_train
the master bedroom is slightly breezy,zone_bedroom,airflow,decrease,mild,template_train
the kitchen is slightly warm,zone_kitchen,temperature,decrease,mild,template_train
its too cold in here,UNSPECIFIED,temperature,increase,moderate,template_train
kitchen is blasting air everywhere,zone_kitchen,airflow,decrease,strong,template_train
it is quite cold in the lobby,zone_common,temperature,increase,moderate,template_train
still suffocating,UNSPECIFIED,airflow,increase,strong,template_train
the work room is way too cold,zone_office,temperature,increase,strong,template_train
"can you do something about the work room, it's too hot",zone_office,temperature,decrease,moderate,template_train
it's unbearably muggy in here,UNSPECIFIED,humidity,decrease,strong,template_train
the bath is humid,zone_bathroom,humidity,decrease,moderate,template_train
it's a bit chilly again in here,UNSPECIFIED,temperature,increase,mild,template_train
like a wind tunnel in the work room again,zone_office,airflow,decrease,strong,template_train
"please fix the work room, it's sticky",zone_office,humidity,decrease,moderate,template_train
quite hot in the study again,zone_office,temperature,decrease,moderate,template_train
it's been windy in the dining area all day,zone_common,airflow,decrease,moderate,template_train
it's been blasting air everywhere in the dining room all day,zone_common,airflow,decrease,strong,template_train
"please fix the front room, it's unbearably muggy",zone_living,humidity,decrease,strong,template_train
"can you do something about the kitchen, it's slightly stale",zone_kitchen,airflow,increase,mild,template_train
"please fix the my room, it's slightly stale",zone_bedroom,airflow,increase,mild,template_train
still blasting air everywhere,UNSPECIFIED,airflow,decrease,strong,template_train
we're sitting in the dining room and it's slightly dry,zone_common,humidity,increase,mild,template_train
a little clammy in the kitchen again,zone_kitchen,humidity,decrease,mild,template_train
it's swampy in here,UNSPECIFIED,humidity,decrease,strong,template_train
it is warmer than I'd like in the hallway,zone_common,temperature,decrease,moderate,template_train
kitchen is a little too warm,zone_kitchen,temperature,decrease,mild,template_train
we're sitting in the den and it's slightly dry,zone_living,humidity,increase,mild,template_train
"can you do something about the bath, it's colder than I'd like",zone_bathroom,temperature,increase,moderate,template_train
getting airless,UNSPECIFIED,airflow,increase,moderate,template_train
"please fix teh bathroom, it's really dry",zone_bathroom,humidity,increase,moderate,template_train
way too cold in the study again,zone_office,temperature,increase,strong,template_train
"can you do something about the sitting room, it's a touch cold",zone_living,temperature,increase,mild,template_train
it's been really dry in the study room all day,zone_office,humidity,increase,moderate,template_train
we're sitting in the lounge and it's blasting air everywhere,zone_living,airflow,decrease,strong,template_train
it's been so dry my throat hurts in the study all day,zone_office,humidity,increase,strong,template_train
still windy,UNSPECIFIED,airflow,decrease,moderate,template_train
it's been quite hot in the study all day,zone_office,temperature,decrease,moderate,template_train
the sitting room is too stuffy,zone_living,airflow,increase,moderate,template_train
it's a little cold,UNSPECIFIED,temperature,increase,mild,template_train
"please fix the washroom, it's sticky",zone_bathroom,humidity,decrease,moderate,template_train
bath is slightly stale,zone_bathroom,airflow,increase,mild,template_train
it's been slightly breezy in the drawing hall all day,zone_living,airflow,decrease,mild,template_train
"please fix teh bath, it's dripping with humidity",zone_bathroom,humidity,decrease,strong,template_train
we're sitting in the bath and it's too drafty,zone_bathroom,airflow,decrease,moderate,template_train
the work room is slightly breezy,zone_office,airflow,decrease,mild,template_train
"please fix the den, it's slightly warm",zone_living,temperature,decrease,mild,template_train
it is suffocating in the kitchen,zone_kitchen,airflow,increase,strong,template_train
it's been windy in the kitchen all day,zone_kitchen,airflow,decrease,moderate,template_train
"can you do something about the washroom, it's dripping with humidity",zone_bathroom,humidity,decrease,strong,template_train
it is quite cold in the hallway,zone_common,temperature,increase,moderate,template_train
we're sitting in the bedroom and it's too cold,zone_bedroom,temperature,increase,moderate,template_train
it's warmer than I'd like,UNSPECIFIED,temperature,decrease,moderate,template_train
the den is way too cold,zone_living,temperature,increase,strong,template_train
unbearably hot in the washroom again,zone_bathroom,temperature,decrease,strong,template_train
"can you do something about the lounge, it's like an icebox",zone_living,temperature,increase,strong,template_train
slightly breezy in the hallway again,zone_common,airflow,decrease,mild,template_train
the my son's room is a bit humid,zone_bedroom,humidity,decrease,mild,template_train
getting humid,UNSPECIFIED,humidity,decrease,moderate,template_train
it is like an icebox in the sitting room,zone_living,temperature,increase,strong,template_train
"can you do something about the game room, it's way too dry",zone_living,humidity,increase,strong,template_train
master bedroom is slightly warm,zone_bedroom,temperature,decrease,mild,template_train
it's been humid in the bath all day,zone_bathroom,humidity,decrease,moderate,template_train
"can you do something about the study, it's way too cold",zone_office,temperature,increase,strong,template_train
it's been slightly stale in the game room all day,zone_living,airflow,increase,mild,template_train
quite hot in the study room again,zone_office,temperature,decrease,moderate,template_train
now it's not enough air moving,UNSPECIFIED,airflow,increase,moderate,template_train
honestly it's just windy,UNSPECIFIED,airflow,decrease,moderate,template_train
study room is swampy,zone_office,humidity,decrease,strong,template_train
the kitchen is airless,zone_kitchen,airflow,increase,moderate,template_train
the kitchen is so dry my throat hurts,zone_kitchen,humidity,increase,strong,template_train
the bath is slightly breezy,zone_bathroom,airflow,decrease,mild,template_train
"please fix the dining room, it's way too cold",zone_common,temperature,increase,strong,template_train
it is way too dry in the my son's room,zone_bedroom,humidity,increase,strong,template_train
it's boiling again in here,UNSPECIFIED,temperature,decrease,strong,template_train
now it's unbearably muggy,UNSPECIFIED,humidity,decrease,strong,template_train
slightly warm in the study room again,zone_office,temperature,decrease,mild,template_train
muggy in the my son's room again,zone_bedroom,humidity,decrease,moderate,template_train
slightly dry in the study room again,zone_office,humidity,increase,mild,template_train
washroom is suffocating,zone_bathroom,airflow,increase,strong,template_train
boiling in the work room again,zone_office,temperature,decrease,strong,template_train
the living room is too drafty,zone_living,airflow,decrease,moderate,template_train
now it's really dry,UNSPECIFIED,humidity,increase,moderate,template_train
the work room is a touch cold,zone_office,temperature,increase,mild,template_train
"can you do something about the study room, it's slightly stale",zone_office,airflow,increase,mild,template_train
it is muggy in the mud room,zone_common,humidity,decrease,moderate,template_train
"can you do something about the my room, it's not enough air moving",zone_bedroom,airflow,increase,moderate,template_train
"please fix the drawing hall, it's way too dry",zone_living,humidity,increase,strong,template_train
it's been colder than I'd like in the kitchen all day,zone_kitchen,temperature,increase,moderate,template_train
it is drafty in the work room,zone_office,airflow,decrease,moderate,template_train
drawing hall is unbearably muggy,zone_living,humidity,decrease,strong,template_train
"can you do something about the bath, it's completely airless",zone_bathroom,airflow,increase,strong,template_train
a little too warm in the my room again,zone_bedroom,temperature,decrease,mild,template_train
it's been so dry my throat hurts in the bath all day,zone_bathroom,humidity,increase,strong,template_train
"please fix the my room, it's boiling",zone_bedroom,temperature,decrease,strong,template_train
the bathroom is slightly stale,zone_bathroom,airflow,increase,mild,template_train
the dining area is airless,zone_common,airflow,increase,moderate,template_train
its been way too hot in the bed room all day,zone_bedroom,temperature,decrease,strong,template_train
it is slightly dry in the front room,zone_living,humidity,increase,mild,template_train
"can you do something about teh bedroom, it's way too dry",zone_bedroom,humidity,increase,strong,template_train
really dry in the sitting room again,zone_living,humidity,increase,moderate,template_train
"can you do something about the study room, it's boiling",zone_office,temperature,decrease,strong,template_train
it's been colder than I'd like in the dining room all day,zone_common,temperature,increase,moderate,template_train
"can you do something about the dining area, it's slightly breezy",zone_common,airflow,decrease,mild,template_train
washroom is blasting air everywhere,zone_bathroom,airflow,decrease,strong,template_train
it's been a touch cold in the my son's room all day,zone_bedroom,temperature,increase,mild,template_train
"please fix the bathroom, it's a bit humid",zone_bathroom,humidity,decrease,mild,template_train
"please fix the game room, it's swampy",zone_living,humidity,decrease,strong,template_train
it is drafty in the lobby,zone_common,airflow,decrease,moderate,template_train
it's like a wind tunnel again in here,UNSPECIFIED,airflow,decrease,strong,template_train
"please fix the study room, it's a little cold",zone_office,temperature,increase,mild,template_train
we're sitting in the guest room and it's swampy,zone_bedroom,humidity,decrease,strong,template_train
it is way too cold in the work room,zone_office,temperature,increase,strong,template_train
it is a touch cold in the dining room,zone_common,temperature,increase,mild,template_train
way too dry in the bathroom again,zone_bathroom,humidity,increase,strong,template_train
the study room is a little clammy,zone_office,humidity,decrease,mild,template_train
we're sitting in the mud room and it's swampy,zone_common,humidity,decrease,strong,template_train
its been slightly breezy in the kitchen all day,zone_kitchen,airflow,decrease,mild,template_train
slightly stale in the work room again,zone_office,airflow,increase,mild,template_train
quite hot in the hallway again,zone_common,temperature,decrease,moderate,template_train
slightly dry in the kitchen again,zone_kitchen,humidity,increase,mild,template_train
it's muggy in here,UNSPECIFIED,humidity,decrease,moderate,template_train
still swampy,UNSPECIFIED,humidity,decrease,strong,template_train
it is unbearably muggy in the master bedroom,zone_bedroom,humidity,decrease,strong,template_train
boiling in the game room again,zone_living,temperature,decrease,strong,template_train
it's been slightly dry in the work room all day,zone_office,humidity,increase,mild,template_train
still too drafty,UNSPECIFIED,airflow,decrease,moderate,template_train
we're sitting in the kitchen and it's a little cold,zone_kitchen,temperature,increase,mild,template_train
we're sitting in the lobby and it's a bit humid,zone_common,humidity,decrease,mild,template_train
lounge is a little clammy,zone_living,humidity,decrease,mild,template_train
it is too drafty in the game room,zone_living,airflow,decrease,moderate,template_train
we're sitting in the my room and it's a bit humid,zone_bedroom,humidity,decrease,mild,template_train
"please fix teh lobby, it's too stuffy",zone_common,airflow,increase,moderate,template_train
it is so dry my throat hurts in teh kitchen,zone_kitchen,humidity,increase,strong,template_train
"please fix the washroom, it's a bit humid",zone_bathroom,humidity,decrease,mild,template_train
like an icebox in the bedroom again,zone_bedroom,temperature,increase,strong,template_train
the sitting room is slightly stale,zone_living,airflow,increase,mild,template_train
the washroom is dry,zone_bathroom,humidity,increase,moderate,template_train
too stuffy in the game room again,zone_living,airflow,increase,moderate,template_train
dry in the sitting room again,zone_living,humidity,increase,moderate,template_train
the front room is slightly stale,zone_living,airflow,increase,mild,template_train
bath is so dry my throat hurts,zone_bathroom,humidity,increase,strong,template_train
"can you do something about the den, it's really dry",zone_living,humidity,increase,moderate,template_train
we're sitting in the living room and its dripping with humidity,zone_living,humidity,decrease,strong,template_train
"please fix the hallway, it's slightly breezy",zone_common,airflow,decrease,mild,template_train
way too dry in the lobby again,zone_common,humidity,increase,strong,template_train
it's been suffocating in the mud room all day,zone_common,airflow,increase,strong,template_train
it's been too stuffy in the bedroom all day,zone_bedroom,airflow,increase,moderate,template_train
slightly stale in the lounge again,zone_living,airflow,increase,mild,template_train
it is suffocating in the my son's room,zone_bedroom,airflow,increase,strong,template_train
it is freezing in the dining area,zone_common,temperature,increase,strong,template_train
it's been slightly stale in the kitchen all day,zone_kitchen,airflow,increase,mild,template_train
it's been too hot in the kitchen all day,zone_kitchen,temperature,decrease,moderate,template_train
it is like a wind tunnel in the dining area,zone_common,airflow,decrease,strong,template_train
really dry in the washroom again,zone_bathroom,humidity,increase,moderate,template_train
we're sitting in the bathroom and it's boiling,zone_bathroom,temperature,decrease,strong,template_train
the front room is colder than I'd like,zone_living,temperature,increase,moderate,template_train
we're sitting in the sitting room and its slightly warm,zone_living,temperature,decrease,mild,template_train
"can you do something about the my room, it's way too dry",zone_bedroom,humidity,increase,strong,template_train
honestly it's just warmer than I'd like,UNSPECIFIED,temperature,decrease,moderate,template_train
the sitting room is sweltering,zone_living,temperature,decrease,strong,template_train
it is swampy in the lobby,zone_common,humidity,decrease,strong,template_train
still too hot,UNSPECIFIED,temperature,decrease,moderate,template_train
completely airless in the mud room again,zone_common,airflow,increase,strong,template_train
it's been warmer than I'd like in the bath all day,zone_bathroom,temperature,decrease,moderate,template_train
a little clammy in the study room again,zone_office,humidity,decrease,mild,template_train
"please fix the study, it's drafty",zone_office,airflow,decrease,moderate,template_train
its been too drafty in the study room all day,zone_office,airflow,decrease,moderate,template_train
suffocating in the guest room again,zone_bedroom,airflow,increase,strong,template_train
hallway is humid,zone_common,humidity,decrease,moderate,template_train
the study is unbearably hot,zone_office,temperature,decrease,strong,template_train
it's been way too cold in the dining room all day,zone_common,temperature,increase,strong,template_train
"please fix the bedroom, it's quite hot",zone_bedroom,temperature,decrease,moderate,template_train
it is a bit humid in the drawing hall,zone_living,humidity,decrease,mild,template_train
unbearably muggy in the bathroom again,zone_bathroom,humidity,decrease,strong,template_train
now it's too hot,UNSPECIFIED,temperature,decrease,moderate,template_train
it's like an icebox,UNSPECIFIED,temperature,increase,strong,template_train
we're sitting in the bath and it's slightly stale,zone_bathroom,airflow,increase,mild,template_train
bed room is dripping with humidity,zone_bedroom,humidity,decrease,strong,template_train
the work room is freezing,zone_office,temperature,increase,strong,template_train
unbearably hot in the study room again,zone_office,temperature,decrease,strong,template_train
the bathroom is a little too warm,zone_bathroom,temperature,decrease,mild,template_train
it's been too drafty in the kitchen all day,zone_kitchen,airflow,decrease,moderate,template_train
honestly it's just dripping with humidity,UNSPECIFIED,humidity,decrease,strong,template_train
"please fix the guest room, it's slightly stale",zone_bedroom,airflow,increase,mild,template_train
humid in the game room again,zone_living,humidity,decrease,moderate,template_train
it's windy in here,UNSPECIFIED,airflow,decrease,moderate,template_train
"can you do something about the kitchen, it's drafty",zone_kitchen,airflow,decrease,moderate,template_train
it's boiling in here,UNSPECIFIED,temperature,decrease,strong,template_train
now it's dripping with humidity,UNSPECIFIED,humidity,decrease,strong,template_train
quite cold in the hallway again,zone_common,temperature,increase,moderate,template_train
it's been slightly warm in the dining area all day,zone_common,temperature,decrease,mild,template_train
"can you do something about the kitchen, it's windy",zone_kitchen,airflow,decrease,moderate,template_train
it's too cold again in here,UNSPECIFIED,temperature,increase,moderate,template_train
it's been slightly warm in the bathroom all day,zone_bathroom,temperature,decrease,mild,template_train
"please fix the mud room, it's so dry my throat hurts",zone_common,humidity,increase,strong,template_train
it's been quite cold in the study room all day,zone_office,temperature,increase,moderate,template_train
the bedrom is slightly stale,zone_bedroom,airflow,increase,mild,template_train
it's been sticky in the study all day,zone_office,humidity,decrease,moderate,template_train
"please fix the dining area, it's slightly dry",zone_common,humidity,increase,mild,template_train
the study is so dry my throat hurts,zone_office,humidity,increase,strong,template_train
the bathroom is too cold,zone_bathroom,temperature,increase,moderate,template_train
its slightly dry in here,UNSPECIFIED,humidity,increase,mild,template_train
the bathroom is completely airless,zone_bathroom,airflow,increase,strong,template_train
a touch cold in the kitchen again,zone_kitchen,temperature,increase,mild,template_train
warmer than I'd like in the drawing hall again,zone_living,temperature,decrease,moderate,template_train
it's been a little cold in the mud room all day,zone_common,temperature,increase,mild,template_train
it's been slightly breezy in the game room all day,zone_living,airflow,decrease,mild,template_train
we're sitting in teh bed room and it's swampy,zone_bedroom,humidity,decrease,strong,template_train
mud room is so dry my throat hurts,zone_common,humidity,increase,strong,template_train
"please fix the my son's room, it's slightly breezy",zone_bedroom,airflow,decrease,mild,template_train
the guest room is slightly breezy,zone_bedroom,airflow,decrease,mild,template_train
windy in the study room again,zone_office,airflow,decrease,moderate,template_train
we're sitting in the guest room and it's drafty,zone_bedroom,airflow,decrease,moderate,template_train
"please fix the master bedroom, it's a little cold",zone_bedroom,temperature,increase,mild,template_train
we're sitting in the bed room and it's slightly dry,zone_bedroom,humidity,increase,mild,template_train
a little too warm in the bathroom again,zone_bathroom,temperature,decrease,mild,template_train
"please fix the bathroom, it's sweltering",zone_bathroom,temperature,decrease,strong,template_train
it's been a bit humid in the den all day,zone_living,humidity,decrease,mild,template_train
so dry my throat hurts in the study again,zone_office,humidity,increase,strong,template_train
lobby is colder than I'd like,zone_common,temperature,increase,moderate,template_train
study is a bit chilly,zone_office,temperature,increase,mild,template_train
a bit humid in the bed room again,zone_bedroom,humidity,decrease,mild,template_train
guest room is boiling,zone_bedroom,temperature,decrease,strong,template_train
the study room is colder than I'd like,zone_office,temperature,increase,moderate,template_train
it's been really dry in the lounge all day,zone_living,humidity,increase,moderate,template_train
"please fix the master bedroom, it's absolutely freezing",zone_bedroom,temperature,increase,strong,template_train
we're sitting in the bed room and it's too drafty,zone_bedroom,airflow,decrease,moderate,template_train
we're sitting in the hallway and its drafty,zone_common,airflow,decrease,moderate,template_train
we're sitting in the hallway and it's like an icebox,zone_common,temperature,increase,strong,template_train
it's a touch stuffy and warm,UNSPECIFIED,temperature,decrease,mild,template_train
a little clammy in the dining room again,zone_common,humidity,decrease,mild,template_train
it is like a wind tunnel in the living room,zone_living,airflow,decrease,strong,template_train
my room is slightly dry,zone_bedroom,humidity,increase,mild,template_train
its been like a wind tunnel in the bath all day,zone_bathroom,airflow,decrease,strong,template_train
absolutely freezing in the washroom again,zone_bathroom,temperature,increase,strong,template_train
"can you do something about the work room, it's boiling",zone_office,temperature,decrease,strong,template_train
"please fix the bath, it's a little cold",zone_bathroom,temperature,increase,mild,template_train
we're sitting in the kitchen and it's too drafty,zone_kitchen,airflow,decrease,moderate,template_train
drawing hall is sticky,zone_living,humidity,decrease,moderate,template_train
it is a little clammy in the study room,zone_office,humidity,decrease,mild,template_train
we're sitting in the mud room and it's slightly warm,zone_common,temperature,decrease,mild,template_train
drawing hall is a touch stuffy and warm,zone_living,temperature,decrease,mild,template_train
honestly it's just too cold,UNSPECIFIED,temperature,increase,moderate,template_train
it is windy in the work room,zone_office,airflow,decrease,moderate,template_train
we're sitting in the mud room and it's dry,zone_common,humidity,increase,moderate,template_train
hallway is like an icebox,zone_common,temperature,increase,strong,template_train
"please fix the front room, it's boiling",zone_living,temperature,decrease,strong,template_train
the bathroom is warmer than I'd like,zone_bathroom,temperature,decrease,moderate,template_train
we're sitting in the bathroom and it's unbearably hot,zone_bathroom,temperature,decrease,strong,template_train
the bedroom is a little too warm,zone_bedroom,temperature,decrease,mild,template_train
it's been too stuffy in the hallway all day,zone_common,airflow,increase,moderate,template_train
we're sitting in the lobby and it's really dry,zone_common,humidity,increase,moderate,template_train
it is way too cold in the front room,zone_living,temperature,increase,strong,template_train
way too dry in the dining room again,zone_common,humidity,increase,strong,template_train
"please fix the dining area, its freezing",zone_common,temperature,increase,strong,template_train
we're sitting in the drawing hall and it's too stuffy,zone_living,airflow,increase,moderate,template_train
it is unbearably hot in the study,zone_office,temperature,decrease,strong,template_train
"can you do something about the washroom, it's warmer than I'd like",zone_bathroom,temperature,decrease,moderate,template_train
"please fix the front room, it's like a wind tunnel",zone_living,airflow,decrease,strong,template_train
the kitchen is windy,zone_kitchen,airflow,decrease,moderate,template_train
it's been dry in the kitchn all day,zone_kitchen,humidity,increase,moderate,template_train
getting windy,UNSPECIFIED,airflow,decrease,moderate,template_train
"can you do something about the master bedroom, it's a little clammy",zone_bedroom,humidity,decrease,mild,template_train
it's been slightly stale in the bath all day,zone_bathroom,airflow,increase,mild,template_train
its way too dry in here,UNSPECIFIED,humidity,increase,strong,template_train
the sitting room is slightly breezy,zone_living,airflow,decrease,mild,template_train
kitchen is a little cold,zone_kitchen,temperature,increase,mild,template_train
it is a bit humid in the bedroom,zone_bedroom,humidity,decrease,mild,template_train
we're sitting in the study room and it's a bit chilly,zone_office,temperature,increase,mild,template_train
we're sitting in the bathroom and it's warmer than I'd like,zone_bathroom,temperature,decrease,moderate,template_train
a little cold in the my room again,zone_bedroom,temperature,increase,mild,template_train
it is slightly breezy in the work room,zone_office,airflow,decrease,mild,template_train
its been blasting air everywhere in the kitchen all day,zone_kitchen,airflow,decrease,strong,template_train
the front room is way too dry,zone_living,humidity,increase,strong,template_train
the kitchen is blasting air everywhere,zone_kitchen,airflow,decrease,strong,template_train
it's been quite cold in the my son's room all day,zone_bedroom,temperature,increase,moderate,template_train
it is quite hot in the my son's room,zone_bedroom,temperature,decrease,moderate,template_train
sweltering in the master bedroom again,zone_bedroom,temperature,decrease,strong,template_train
it is way too dry in the work room,zone_office,humidity,increase,strong,template_train
"please fix the my room, it's drafty",zone_bedroom,airflow,decrease,moderate,template_train
we're sitting in the front room and it's quite hot,zone_living,temperature,decrease,moderate,template_train
"please fix the kitchen, it's a bit chilly",zone_kitchen,temperature,increase,mild,template_train
it is not enough air moving in the master bedroom,zone_bedroom,airflow,increase,moderate,template_train
the drawing hall is like a wind tunnel,zone_living,airflow,decrease,strong,template_train
it is dry in the bathroom,zone_bathroom,humidity,increase,moderate,template_train
the washroom is slightly dry,zone_bathroom,humidity,increase,mild,template_train
"can you do something about the hallway, it's a little clammy",zone_common,humidity,decrease,mild,template_train
"please fix teh study, it's a little too warm",zone_office,temperature,decrease,mild,template_train
slightly stale in the washroom again,zone_bathroom,airflow,increase,mild,template_train
humid in the bed room again,zone_bedroom,humidity,decrease,moderate,template_train
it is windy in the lounge,zone_living,airflow,decrease,moderate,template_train
the drawing hall is dry,zone_living,humidity,increase,moderate,template_train
humid in the work room again,zone_office,humidity,decrease,moderate,template_train
we're sitting in the bathroom and it's a bit chilly,zone_bathroom,temperature,increase,mild,template_train
its been suffocating in the bed room all day,zone_bedroom,airflow,increase,strong,template_train
it is absolutely freezing in teh dining room,zone_common,temperature,increase,strong,template_train
the kitchen is a touch stuffy and warm,zone_kitchen,temperature,decrease,mild,template_train
it's been swampy in the my son's room all day,zone_bedroom,humidity,decrease,strong,template_train
we're sitting in the study room and it's too drafty,zone_office,airflow,decrease,moderate,template_train
we're sitting in the my son's room and it's dry,zone_bedroom,humidity,increase,moderate,template_train
"can you do something about the work room, it's completely airless",zone_office,airflow,increase,strong,template_train
"can you do something about the bed room, it's slightly breezy",zone_bedroom,airflow,decrease,mild,template_train
study room is a little too warm,zone_office,temperature,decrease,mild,template_train
it's been dry in the study all day,zone_office,humidity,increase,moderate,template_train
sitting room is completely airless,zone_living,airflow,increase,strong,template_train
"please fix teh kitchen, it's sweltering",zone_kitchen,temperature,decrease,strong,template_train
now it's suffocating,UNSPECIFIED,airflow,increase,strong,template_train
"can you do something about the bath, its quite hot",zone_bathroom,temperature,decrease,moderate,template_train
quite hot in teh study again,zone_office,temperature,decrease,moderate,template_train
its slightly breezy again in here,UNSPECIFIED,airflow,decrease,mild,template_train
"please fix teh guest room, it's unbearably hot",zone_bedroom,temperature,decrease,strong,template_train
we're sitting in the dining room and it's humid,zone_common,humidity,decrease,moderate,template_train
the mud room is like a wind tunnel,zone_common,airflow,decrease,strong,template_train
it's been a little too warm in the bathroom all day,zone_bathroom,temperature,decrease,mild,template_train
it is slightly dry in the lobby,zone_common,humidity,increase,mild,template_train
"please fix the dining room, it's slightly dry",zone_common,humidity,increase,mild,template_train
"please fix the kitchen, it's too drafty",zone_kitchen,airflow,decrease,moderate,template_train
"please fix the bath, it's boiling",zone_bathroom,temperature,decrease,strong,template_train
the den is completely airless,zone_living,airflow,increase,strong,template_train
we're sitting in the living room and it's a little clammy,zone_living,humidity,decrease,mild,template_train
we're sitting in the lobby and it's swampy,zone_common,humidity,decrease,strong,template_train
it's warmer than I'd like in here,UNSPECIFIED,temperature,decrease,moderate,template_train
"please fix the my son's room, it's a bit humid",zone_bedroom,humidity,decrease,mild,template_train
the kitchen is swampy,zone_kitchen,humidity,decrease,strong,template_train
"please fix the bedroom, it's like a wind tunnel",zone_bedroom,airflow,decrease,strong,template_train
the kitchen is a bit humid,zone_kitchen,humidity,decrease,mild,template_train
washroom is unbearably muggy,zone_bathroom,humidity,decrease,strong,template_train
the kitchen is not enough air moving,zone_kitchen,airflow,increase,moderate,template_train
the kitchen is dripping with humidity,zone_kitchen,humidity,decrease,strong,template_train
quite hot in the bed room again,zone_bedroom,temperature,decrease,moderate,template_train
the guest room is a bit humid,zone_bedroom,humidity,decrease,mild,template_train
we're sitting in the lounge and it's way too dry,zone_living,humidity,increase,strong,template_train
boiling in the kitchen again,zone_kitchen,temperature,decrease,strong,template_train
its been sweltering in the washroom all day,zone_bathroom,temperature,decrease,strong,template_train
we're sitting in the my son's room and it's slightly breezy,zone_bedroom,airflow,decrease,mild,template_train
warmer than I'd like in the kitchen again,zone_kitchen,temperature,decrease,moderate,template_train
bathroom is completely airless,zone_bathroom,airflow,increase,strong,template_train
"please fix the hallway, it's too hot",zone_common,temperature,decrease,moderate,template_train
"please fix the my son's room, its quite cold",zone_bedroom,temperature,increase,moderate,template_train
"can you do something about the mud room, it's slightly stale",zone_common,airflow,increase,mild,template_train
it's way too hot,UNSPECIFIED,temperature,decrease,strong,template_train
the my room is way too dry,zone_bedroom,humidity,increase,strong,template_train
humind in the kitchen again,zone_kitchen,humidity,decrease,moderate,template_train
bed room is slightly breezy,zone_bedroom,airflow,decrease,mild,template_train
"please fix the lobby, it's humid",zone_common,humidity,decrease,moderate,template_train
colder than I'd like in the dining area again,zone_common,temperature,increase,moderate,template_train
it is blasting air everywhere in the study room,zone_office,airflow,decrease,strong,template_train
it is really dry in the bedroom,zone_bedroom,humidity,increase,moderate,template_train
it's been sticky in the study room all day,zone_office,humidity,decrease,moderate,template_train
it's been swampy in the work room all day,zone_office,humidity,decrease,strong,template_train
so dry my throat hurts in the bed room again,zone_bedroom,humidity,increase,strong,template_train
the mud room is slightly stale,zone_common,airflow,increase,mild,template_train
it's been slightly dry in the den all day,zone_living,humidity,increase,mild,template_train
it's been absolutely freezing in the hallway all day,zone_common,temperature,increase,strong,template_train
quite hot in the guest room again,zone_bedroom,temperature,decrease,moderate,template_train
it's been a touch stuffy and warm in teh front room all day,zone_living,temperature,decrease,mild,template_train
it is unbearably hot in the lobby,zone_common,temperature,decrease,strong,template_train
it is boiling in the my room,zone_bedroom,temperature,decrease,strong,template_train
study is blasting air everywhere,zone_office,airflow,decrease,strong,template_train
getting like an icebox,UNSPECIFIED,temperature,increase,strong,template_train
"can you do something about the my room, it's slightly breezy",zone_bedroom,airflow,decrease,mild,template_train
it is dripping with humidity in the study,zone_office,humidity,decrease,strong,template_train
now its windy,UNSPECIFIED,airflow,decrease,moderate,template_train
a little cold in the guest room again,zone_bedroom,temperature,increase,mild,template_train
study room is so dry my throat hurts,zone_office,humidity,increase,strong,template_train
study room is completely airless,zone_office,airflow,increase,strong,template_train
we're sitting in the washroom and it's colder than I'd like,zone_bathroom,temperature,increase,moderate,template_train
"can you do something about the drawing hall, it's quite hot",zone_living,temperature,decrease,moderate,template_train
"can you do something about the study room, it's slightly warm",zone_office,temperature,decrease,mild,template_train
the kitchen is colder than I'd like,zone_kitchen,temperature,increase,moderate,template_train
really dry in the kitchen again,zone_kitchen,humidity,increase,moderate,template_train
the dining area is a bit humid,zone_common,humidity,decrease,mild,template_train
"can you do something about the washroom, it's way too hot",zone_bathroom,temperature,decrease,strong,template_train
it is slightly warm in teh my room,zone_bedroom,temperature,decrease,mild,template_train
my room is too drafty,zone_bedroom,airflow,decrease,moderate,template_train
study room is a bit humid,zone_office,humidity,decrease,mild,template_train
slightly breezy in the living room again,zone_living,airflow,decrease,mild,template_train
it's been airless in the hallway all day,zone_common,airflow,increase,moderate,template_train
we're sitting in the living room and it's drafty,zone_living,airflow,decrease,moderate,template_train
it's been a touch cold in the bathroom all day,zone_bathroom,temperature,increase,mild,template_train
we're sitting in the study room and it's slightly stale,zone_office,airflow,increase,mild,template_train
the kitchen is warmer than I'd like,zone_kitchen,temperature,decrease,moderate,template_train
the front room is warmer than I'd like,zone_living,temperature,decrease,moderate,template_train
"please fix the my son's room, it's like an icebox",zone_bedroom,temperature,increase,strong,template_train
"can you do something about the living room, it's a little too warm",zone_living,temperature,decrease,mild,template_train
swampy in the bathroom again,zone_bathroom,humidity,decrease,strong,template_train
"please fix the study room, it's blasting air everywhere",zone_office,airflow,decrease,strong,template_train
we're sitting in the kitchen and it's absolutely freezing,zone_kitchen,temperature,increase,strong,template_train
"please fix the bedroom, it's too drafty",zone_bedroom,airflow,decrease,moderate,template_train
it's been freezing in the work room all day,zone_office,temperature,increase,strong,template_train
"can you do something about the bathroom, it's suffocating",zone_bathroom,airflow,increase,strong,template_train
